key,tag,tag_count
ele,3,30
ele,0,12
ele,2,24
ele,20,5
ele,1,7
ele,59,5
ele,12,9
ele,10,13
ele,4,11
ele,7,7
ele,21,6
ele,22,3
ele,23,4
ele,31,10
ele,5,46
ele,15,7
ele,28,6
ele,6,26
ele,9,20
ele,14,14
ele,13,6
ele,11,12
ele,40,5
ele,18,6
ele,8,28
ele,39,8
ele,16,6
ele,32,4
ele,71,1
ele,24,6
ele,42,9
ele,46,3
ele,33,4
ele,41,8
ele,19,7
ele,30,2
ele,37,1
ele,34,2
ele,26,3
ele,27,8
ele,43,2
ele,17,2
ele,35,1
ele,38,1
ele,61,1
ele,55,2
ele,54,1
ele,63,1
gnis:feature_id,943167,2
gnis:feature_id,2057413,2
gnis:feature_id,2060105,3
gnis:feature_id,2057401,1
gnis:feature_id,973529,1
gnis:feature_id,973379,3
gnis:feature_id,2500806,3
gnis:feature_id,2500771,2
gnis:feature_id,2082974,1
gnis:feature_id,964887,3
gnis:feature_id,2080614,1
gnis:feature_id,2076788,2
gnis:feature_id,2057421,1
gnis:feature_id,2083175,1
gnis:feature_id,2060104,5
gnis:feature_id,2083571,1
gnis:feature_id,2083568,1
gnis:feature_id,957912,5
gnis:feature_id,955363,3
gnis:feature_id,2044307,1
gnis:feature_id,2083325,1
gnis:feature_id,950504,10
gnis:feature_id,2500681,1
gnis:feature_id,2083160,2
gnis:feature_id,946476,2
gnis:feature_id,951469,1
gnis:feature_id,2060137,3
gnis:feature_id,973532,2
gnis:feature_id,2500739,1
gnis:feature_id,2500740,1
gnis:feature_id,2083023,1
gnis:feature_id,2500682,1
gnis:feature_id,2082740,1
gnis:feature_id,967646,2
gnis:feature_id,2500744,2
gnis:feature_id,2082894,1
gnis:feature_id,973403,2
gnis:feature_id,2500783,2
gnis:feature_id,2500785,3
gnis:feature_id,963513,1
gnis:feature_id,2083220,7
gnis:feature_id,973369,3
gnis:feature_id,2084057,1
gnis:feature_id,2083173,1
gnis:feature_id,2083200,2
gnis:feature_id,2057409,1
gnis:feature_id,2083631,1
gnis:feature_id,2083634,1
gnis:feature_id,2083637,1
gnis:feature_id,957684,2
gnis:feature_id,951479,2
gnis:feature_id,2095891,1
gnis:feature_id,2063257,1
gnis:feature_id,947175,6
gnis:feature_id,2083751,1
gnis:feature_id,2500818,2
gnis:feature_id,2500789,3
gnis:feature_id,2060113,1
gnis:feature_id,2500755,1
gnis:feature_id,2083131,1
gnis:feature_id,2082742,2
gnis:feature_id,2083151,1
gnis:feature_id,2079044,1
gnis:feature_id,2079052,1
gnis:feature_id,956352,2
gnis:feature_id,2078994,2
gnis:feature_id,2083174,6
gnis:feature_id,2082984,1
gnis:feature_id,2500762,3
gnis:feature_id,2083255,1
gnis:feature_id,2500741,1
gnis:feature_id,2083321,1
gnis:feature_id,2500472,1
gnis:feature_id,2083482,1
gnis:feature_id,2500766;2078995,1
gnis:feature_id,2500770,1
gnis:feature_id,2078990,1
gnis:feature_id,2500761,2
gnis:feature_id,2500763,1
gnis:feature_id,2060435,2
gnis:feature_id,2082960,1
gnis:feature_id,2500747,1
gnis:feature_id,2500746,1
gnis:feature_id,946718,1
gnis:feature_id,2084019,1
gnis:feature_id,962750,4
gnis:feature_id,953965,4
gnis:feature_id,2057411,1
gnis:feature_id,2083782,8
gnis:feature_id,2500808,2
gnis:feature_id,2500807,2
gnis:feature_id,946721,8
gnis:feature_id,964033,2
gnis:feature_id,2082835,1
gnis:feature_id,2082830,3
gnis:feature_id,2083274,1
gnis:feature_id,2083287,2
gnis:feature_id,966670,3
gnis:feature_id,2060431,1
gnis:feature_id,2500479,1
gnis:feature_id,2057537,1
gnis:feature_id,2057536,1
gnis:feature_id,2058383,1
gnis:feature_id,2058391,1
gnis:feature_id,2060509,2
gnis:feature_id,2060604,1
gnis:feature_id,2084025,1
gnis:feature_id,944522,1
gnis:feature_id,2083440,2
gnis:feature_id,2500942,1
gnis:feature_id,2083273,1
gnis:feature_id,2083663,1
gnis:feature_id,2500801,1
gnis:feature_id,2500784,2
gnis:feature_id,2500788,1
gnis:feature_id,2500798,1
gnis:feature_id,952234,1
gnis:feature_id,2500800,2
gnis:feature_id,961325,1
gnis:feature_id,2500799,2
gnis:feature_id,2500778,1
gnis:feature_id,2500782,3
gnis:feature_id,2500780,1
gnis:feature_id,2060114,1
gnis:feature_id,2083227,1
gnis:feature_id,2083217,1
gnis:feature_id,2083901,1
gnis:feature_id,2500478,1
gnis:feature_id,961212,1
gnis:feature_id,2083254,1
gnis:feature_id,2060143,1
gnis:feature_id,961928,1
gnis:feature_id,2493064,1
gnis:feature_id,952096,1
gnis:feature_id,2080753,1
gnis:feature_id,2500563,1
gnis:feature_id,2500950,1
gnis:feature_id,961259,1
gnis:feature_id,2083302,1
gnis:feature_id,2083216,1
gnis:feature_id,2083257,1
gnis:feature_id,2500748,2
gnis:feature_id,948618,1
gnis:feature_id,2083736,1
gnis:feature_id,953391,1
gnis:feature_id,2078976;2500941,1
gnis:feature_id,2080639,1
gnis:feature_id,2083914,3
gnis:feature_id,2079040,1
gnis:feature_id,2500946,1
gnis:feature_id,958480,1
gnis:feature_id,2500832,1
gnis:feature_id,2500826,1
gnis:feature_id,2500962,1
gnis:feature_id,2500957,1
gnis:feature_id,2083613,1
gnis:feature_id,2083614,1
gnis:feature_id,2500753,1
gnis:feature_id,2500758,1
gnis:feature_id,2500750,1
gnis:feature_id,2500749,1
gnis:feature_id,954330,1
gnis:feature_id,2083809,1
gnis:feature_id,2083885,1
gnis:feature_id,2500578,1
gnis:feature_id,2062678,1
gnis:feature_id,2500680,1
gnis:feature_id,2083075,1
gnis:feature_id,2083077,1
gnis:feature_id,2083076,1
gnis:feature_id,2082892,1
gnis:feature_id,2500754,1
gnis:feature_id,2082897,1
gnis:feature_id,954312,1
gnis:feature_id,2060441,1
gnis:feature_id,2060445,1
gnis:feature_id,2063260,1
gnis:feature_id,2060142,1
gnis:feature_id,2500585,1
gnis:feature_id,2083002,1
gnis:feature_id,2080613,1
gnis:feature_id,2080628,1
gnis:feature_id,2060503,1
gnis:feature_id,2082841,1
gnis:feature_id,2072109,1
gnis:feature_id,2083013,1
gnis:feature_id,2083394,1
gnis:feature_id,2500779,1
gnis:feature_id,2500777,1
gnis:feature_id,2500970,1
gnis:feature_id,2083219,1
gnis:feature_id,2083218,1
gnis:feature_id,2083279,1
gnis:feature_id,958207,1
gnis:feature_id,2083277,1
gnis:feature_id,2083010,1
gnis:feature_id,2083036,1
gnis:feature_id,2083025,1
gnis:feature_id,2083026,1
gnis:feature_id,2062679,1
gnis:feature_id,1984533,1
gnis:feature_id,2500677,1
gnis:feature_id,2486386,1
gnis:feature_id,2083083,1
gnis:feature_id,2083818,1
gnis:feature_id,2500679,1
gnis:feature_id,945868,1
gnis:feature_id,2083171,1
gnis:feature_id,2083401,1
gnis:feature_id,2084051,1
gnis:feature_id,2083189,1
gnis:feature_id,2083153,1
gnis:feature_id,2072066,1
gnis:feature_id,2500949,1
gnis:feature_id,2500947,1
gnis:feature_id,2083283,1
gnis:feature_id,962869,1
gnis:feature_id,2500972,2
gnis:feature_id,2083311,1
gnis:feature_id,2083183,1
gnis:feature_id,2083272,1
gnis:feature_id,2083269,1
gnis:feature_id,2083271,1
gnis:feature_id,2083206,1
gnis:feature_id,2083201,1
gnis:feature_id,2083202,1
gnis:feature_id,2500951,1
gnis:feature_id,2083208,1
gnis:feature_id,2083228,1
gnis:feature_id,2083263,1
gnis:feature_id,2083584,1
gnis:feature_id,2042641,1
gnis:feature_id,2042642,1
gnis:feature_id,2500966,1
gnis:feature_id,2083585,1
gnis:feature_id,2083591,1
gnis:feature_id,2083589,1
gnis:feature_id,954276,1
gnis:feature_id,2083816,1
gnis:feature_id,2083532,1
gnis:feature_id,2083526,1
gnis:feature_id,2083531,1
gnis:feature_id,955201,1
gnis:feature_id,2083596,1
gnis:feature_id,2083566,1
gnis:feature_id,2083558,1
gnis:feature_id,2083550,1
gnis:feature_id,2083537,1
gnis:feature_id,2083535,1
gnis:feature_id,2083544,1
gnis:feature_id,2083545,1
gnis:feature_id,2083561,1
gnis:feature_id,2083465,1
gnis:feature_id,2083467,1
gnis:feature_id,2083468,1
gnis:feature_id,2083347,1
gnis:feature_id,2083387,1
gnis:feature_id,2083469,1
gnis:feature_id,954320,1
gnis:feature_id,2083396,1
gnis:feature_id,2076791,1
gnis:feature_id,2083479,1
gnis:feature_id,2083426,1
gnis:feature_id,2083425,1
gnis:feature_id,961411,1
gnis:feature_id,2083876,1
gnis:feature_id,2083432,1
gnis:feature_id,2083362,1
gnis:feature_id,2083575,1
gnis:feature_id,954278,1
gnis:feature_id,2083577,1
gnis:feature_id,2083694,1
gnis:feature_id,2083612,1
gnis:feature_id,963825,2
gnis:feature_id,2368030,1
gnis:feature_id,2083697,1
gnis:feature_id,2083699,1
gnis:feature_id,2083687,1
gnis:feature_id,2083741,1
gnis:feature_id,2083740,1
gnis:feature_id,2083748,1
gnis:feature_id,961298,1
gnis:feature_id,2083673,1
gnis:feature_id,2083659,1
gnis:feature_id,2083955,1
gnis:feature_id,2099811,1
gnis:feature_id,2083790,1
gnis:feature_id,954239,1
gnis:feature_id,"2084127,2084089",1
gnis:feature_id,2083899,1
gnis:feature_id,2099801,1
gnis:feature_id,2083894,1
gnis:feature_id,2083797,1
gnis:feature_id,2060506,1
gnis:feature_id,2060119,1
gnis:feature_id,2083910,1
gnis:feature_id,2083909,1
gnis:feature_id,2058392,1
gnis:feature_id,2058394,1
gnis:feature_id,2057416,1
gnis:feature_id,2057417,1
gnis:feature_id,2057408,1
gnis:feature_id,2057406,1
gnis:feature_id,2057407,1
gnis:feature_id,2057423,1
gnis:feature_id,2057404,1
gnis:feature_id,2058390,1
gnis:feature_id,2058389,1
gnis:feature_id,2500764,1
gnis:feature_id,961493,1
gnis:feature_id,2083953,1
gnis:feature_id,2083952,1
gnis:feature_id,954244,1
gnis:feature_id,2083142,1
gnis:feature_id,2500838,1
gnis:feature_id,2500965,1
gnis:feature_id,2500678,1
gnis:feature_id,957041,2
gnis:feature_id,2500760,2
gnis:feature_id,2500809,1
gnis:feature_id,2500834,1
gnis:feature_id,2500462,1
gnis:feature_id,2083369,1
leisure,park,478
leisure,garden,308
leisure,pitch,104
leisure,dog_park,14
leisure,nature_reserve,1
leisure,sports_centre,12
leisure,playground,86
leisure,fitness_station,1
leisure,outdoor_seating,5
leisure,common,1
leisure,fitness_centre,3
leisure,bowling_alley,1
leisure,social_club,1
leisure,schoolyard,2
leisure,miniature_golf,1
name,battery_park,2
name,battery_park_city_greenway,7
name,hugh_l._carey_tunnel,6
name,1st_place,8
name,wagner_park,2
name,south_cove_park,3
name,hudson_river_greenway,57
name,west_thames_street,11
name,west_street,92
name,battery_park_greenway,10
name,riverwatch,1
name,fdr_drive,54
name,washington_street,12
name,3rd_place,10
name,irt_broadway–seventh_avenue_line,377
name,battery_place,26
name,greenwich_street,15
name,2nd_place,8
name,state_street,1
name,south_end_avenue,25
name,rector_place,11
name,irt_lexington_avenue_line,74
name,albany_street,18
name,irt_lexington_avenue_line_(south_ferry_loop),8
name,bowling_green–south_ferry_shuttle,3
name,south_ferry,3
name,bowling_green_shuttle_(abandoned),2
name,south_ferry_(inner_loop),5
name,south_ferry_(outer_loop),5
name,bowling_green,4
name,east_coast_memorial,1
name,patchin_place,1
name,milligan_place,2
name,west_11th_street,18
name,ind_eighth_avenue_line,179
name,riverside_park,25
name,west_side_line,96
name,henry_hudson_parkway,26
name,soldiers'_and_sailors'_monument,1
name,plaza_of_the_soldiers'_and_sailors'_monument,1
name,morris_street,3
name,john_t._brush_stairway,2
name,lincoln_tunnel_expressway,28
name,lincoln_tunnel,19
name,cherry_street_pedestrian_overpass,1
name,williamsburg_bridge,38
name,williamsburg_bridge_walking_path,5
name,john_v._lindsay_east_river_park,3
name,east_river_esplanade,6
name,east_river_park_field_7_&_8,1
name,pier_42_park,2
name,bmt_jamaica_line,27
name,williamsburg_bridge_bikepath,14
name,east_houston_street_ped_overpass,1
name,lower_east_side_ecology_center,1
name,east_river_park_amphitheater,1
name,playmates_arch,3
name,center_drive,4
name,central_park_outer_loop,81
name,wien_walk,7
name,central_park_zoo,4
name,central_park,41
name,central_park_drive,9
name,"59th_street_-_columbus_circle_(a,c,b,d)",4
name,"59th_street_-_columbus_circle_(a,c,b,d,1)",10
name,59th_street–columbus_circle,11
name,east_71st_street_pedestrian_bridge,3
name,sotheby's,1
name,harlem_river_drive,35
name,harlem_river_park,3
name,3rd_avenue_bridge,9
name,third_avenue_bridge,4
name,wagner_houses_pool,1
name,randalls_island_park,11
name,bobby_wagner_walk,2
name,rfk_south_side_walkway,8
name,bx_shore_road,2
name,robert_f._kennedy_bridge,3
name,1st_avenue,154
name,wallenberg_playground,2
name,harlem_river_drive_greenway,15
name,washington_bridge,7
name,dirt_jump_park,1
name,fort_george_hill,1
name,west_20th_street,5
name,west_22nd_street,8
name,west_28th_street,3
name,west_24th_street,6
name,west_21st_street,1
name,west_19th_street,2
name,west_27th_street,1
name,west_23rd_street,8
name,west_18th_street,1
name,high_line,50
name,505w19,1
name,west_17th_street,1
name,west_26th_street,7
name,west_29th_street,9
name,west_25th_street,8
name,79th_street_transverse_road,3
name,steve_flanders_square,3
name,city_hall_park_greenway,2
name,centre_street,8
name,chambers_street,17
name,elk_street,2
name,city_hall_park,3
name,broadway,65
name,park_row,11
name,beekman_street,7
name,park_place,4
name,spruce_street,5
name,irt_city_hall_loop,3
name,"brooklyn_bridge-city_hall_(4,5,6,<6>)",4
name,pine_street,3
name,sylvan_court,1
name,casa_renacer,1
name,little_west_12th_street,1
name,west_14th_street,8
name,high_line_building,1
name,the_standard,2
name,the_high_line,3
name,chelsea_district,31
name,west_13th_street,1
name,east_drive,27
name,the_pond,1
name,former_drive,2
name,wallach_walk,23
name,bmt_63rd_street_line,22
name,ind_63rd_street_line,15
name,nell_singer_lilac_walk,6
name,65th_street_transverse,6
name,bridle_path,27
name,wollman_rink,1
name,naumburg_bandshell,1
name,dairy_visitor_center_and_gift_shop,1
name,sheep_meadow,1
name,west_drive,18
name,hallett_nature_sanctuary,1
name,greyshot_arch,2
name,dalehead_arch,3
name,olmsted_flower_bed,1
name,green_gap_arch,2
name,rumsey_playfield,1
name,frisbee_hill,1
name,the_mall,2
name,heckscher_ballfield_6,1
name,heckscher_ballfield_3,1
name,heckscher_ballfields,1
name,gapstow_bridge,1
name,5th_avenue-59th_street,6
name,west_133rd_street,1
name,riverside_drive,19
name,west_125th_street,1
name,west_130th_street,2
name,east_7th_street,10
name,cooper_triangle,1
name,the_cooper_union's_foundation_building,1
name,east_8th_street_/_saint_mark's_place,2
name,astor_place,10
name,3rd_avenue,12
name,cooper_square,3
name,west_27th_drive,2
name,john_lovejoy_elliott_houses,5
name,9th_avenue,2
name,extra_place,1
name,west_134th_street,1
name,hansborough_recreation_center,1
name,lenox_terrace,1
name,east_13th_street,2
name,con_ed_east_river_station,5
name,fort_charles_place,1
name,ridge_street,1
name,baruch_drive,1
name,willett_street,1
name,mangin_street,2
name,columbia_street,4
name,sheriff_street,1
name,pitt_street,1
name,clinton_street,1
name,lewis_street,1
name,stuyvesant_walk,6
name,20th_street_loop,17
name,five_stuy_cafe_outdoor_seating,1
name,canal_street,65
name,seward_park,3
name,grand_street,38
name,kimmel_road,1
name,east_1st_street,2
name,peretz_square,1
name,northeast_corridor,41
name,fremont_industrial_track,4
name,randall's_island_connector_greenway_link,1
name,wards_island_wastewater_treatment_plant,4
name,new_york_city_fire_department_training_academy,2
name,hell_gate_greenway_path,1
name,east_5th_walk,4
name,east_4th_walk,2
name,columbia_street_/_avenue_d,5
name,east_houston_street,88
name,east_3rd_street,2
name,lillian_wald_houses,3
name,east_5_street,1
name,avenue_d,8
name,east_6th_street,2
name,ind_sixth_avenue_line,93
name,south_street,8
name,east_broadway,9
name,mechanics_alley,2
name,manhattan_bridge_pedestrian_path,10
name,coleman_playground,3
name,manhattan_bridge,29
name,division_street,2
name,bowery,17
name,madison_street,19
name,henry_street,4
name,east_river_greenway,4
name,rose_street,1
name,brooklyn_bridge,8
name,allen/2nd_av_el_1881,2
name,pearl_street,36
name,bmt_nassau_street_line,34
name,hanover_square,1
name,riverbend_houses,2
name,harlem_river_drive_northbound_entrance_east_139_street,6
name,west_138th_street,6
name,madison_avenue_bridge,2
name,sniffen_court,1
name,5_manhattan_west,1
name,manhattan_west,1
name,mail_platform,2
name,the_eugene,1
name,pennsylvania_station,6
name,road_6,1
name,east_side_access,109
name,roosevelt_island,7
name,stuyvesant_oval,8
name,field_#5,1
name,west_96th_street,2
name,riverside_skatepark,1
name,116th_street_entrance_to_riverside_park,1
name,east_83rd_street,1
name,east_81st_street,1
name,east_87th_street,4
name,east_88th_street,4
name,east_89th_street,4
name,east_86th_street,4
name,east_road,1
name,86th_street_transverse_road,4
name,northwest_central_park_loop,38
name,west_road,1
name,old_church_bell,7
name,the_esplanade,6
name,academy_substation,1
name,edward_m._morgan_place,1
name,public_school_41,1
name,pace_university,1
name,frankfort_street,4
name,drumgoole_plaza,1
name,pace_plaza,1
name,west_185th_street,1
name,east_27th_street,9
name,lafayette_court,1
name,chris_french_cleaners,1
name,east_9th_street,22
name,great_hill_oval,1
name,the_pool,1
name,fort_clinton,1
name,north_woods,40
name,the_loch,1
name,loula_d._lasker_memorial_pool_and_rink,1
name,dana_discovery_center,1
name,conservatory_garden,1
name,springbanks_arch,2
name,the_ravine,2
name,glen_span_arch,1
name,west_110th_street_playground,1
name,110th_street_bridge,3
name,great_hill,1
name,irt_lenox_avenue_line,66
name,the_mount_sinai_hospital,5
name,east_100th_street,2
name,west_63rd_street,5
name,west_64th_street,5
name,lincoln_center_for_the_performing_arts,3
name,damrosch_park,1
name,david_h._koch_theater,1
name,west_65th_street,6
name,ronald_stanton_way,1
name,manhattan_bridge_bike_path,14
name,pike_slip,1
name,dsny_special_waste_drop-off_site,1
name,inwood_hill_park,3
name,henry_hudson_bridge,2
name,trans-manhattan_expressway,23
name,george_washington_bridge,7
name,george_washington_bridge_(lower_level),2
name,fort_washington_park,10
name,new_croton_aqueduct_pump_station,1
name,queens-midtown_tunnel,7
name,east_40th_street,4
name,robert_moses_playground,1
name,east_42nd_street,13
name,roosevelt_island_tramway,9
name,ed_koch_queensboro_bridge_path,9
name,east_main_street,1
name,west_main_street,1
name,ed_koch_queensboro_bridge_upper_level,11
name,roosevelt_island_racquet_club,1
name,queensboro_bridge,8
name,east_midtown_greenway,1
name,york_avenue,27
name,roosevelt_island_greenway,2
name,bryant_park,2
name,irt_flushing_line,14
name,41st_street,4
name,42nd_street,2
name,40th_street,2
name,5th_avenue,9
name,5th_avenue_(7),2
name,east_16th_street,25
name,east_15th_street,22
name,union_square_east,7
name,union_square_dog_run,1
name,14th_street–union_square,9
name,bmt_broadway_line,103
name,east_14th_street,34
name,4th_avenue,5
name,east_60th_street,8
name,east_59th_street,6
name,roosevelt_island_historical_walk,1
name,york_avenue_/_sutton_place,4
name,bmt_astoria_line,13
name,roosevelt_island_visitor_center_kiosk,1
name,madison_square_park,2
name,madison_avenue,15
name,east_23rd_street,29
name,shake_shack,2
name,madison_square_fountain,1
name,admiral_david_glasgow_farragut,1
name,moira_ann_smith_playground,1
name,washington_square_park,3
name,washington_square_south,9
name,new_york_university,19
name,washington_square_north,11
name,washington_square_east,4
name,macdougal_street_/_washington_square_west,4
name,laguardia_place,4
name,sullivan_street,12
name,washington_place,4
name,schwartz_plaza_/_washington_square_east,5
name,thompson_street,10
name,washington_square_south_/_west_4th_street,4
name,washington_square_west,3
name,washington_square_north_/_waverly_place,4
name,mac_dougal_street_/_washington_square_west,4
name,washington_square_east_/_university_place,4
name,west_washington_place,4
name,west_4th_street_/_washington_square_south,4
name,washington_square_arch,1
name,dog_run,1
name,chelsea_park,3
name,gramercy_park,1
name,west_30th_street,4
name,chelsea_waterside_park,3
name,hudson_river_park_esplanade,23
name,chelsea_piers,2
name,pier_62_skatepark,1
name,pier_63_lawn,1
name,12th_avenue,53
name,11th_avenue,23
name,14th_street_park,1
name,west_15th_street,8
name,pier_57,1
name,liberty_inn,1
name,west_12_street,8
name,christopher_street,19
name,holland_tunnel,9
name,tribeca_bridge,7
name,morton_street,8
name,west_houston_street,36
name,harrison_street,8
name,watts_street,18
name,laight_street,14
name,north_moore_street,8
name,vestry_street,4
name,clarkson_street,4
name,superior_ink,1
name,washington_market_park,3
name,west_thames_park,5
name,liberty_community_garden,2
name,west_34th_street,10
name,west_44th_street,4
name,west_43rd_street,4
name,ups,1
name,west_48th_street,3
name,west_52nd_street,3
name,west_54th_street,6
name,west_50th_street,3
name,new_york_passenger_ship_terminal,1
name,west_49th_street_substation,1
name,dewitt_clinton_park,2
name,west_60th_street,1
name,freedom_place_south,1
name,pier_99,1
name,waterline_square,1
name,west_55th_street,6
name,clinton_cove,1
name,jackson_square_park,1
name,corporal_john_a._seravalli_playground,1
name,clement_clarke_moore_park,1
name,tudor_city_parc,1
name,east_43rd_street,9
name,tudor_city_place,1
name,820_2nd_avenue,1
name,international_plaza,1
name,unicef_house,1
name,prospect_tower,1
name,windsor_tower,1
name,sharansky_steps_(east_43rd_street),1
name,peace_form_one,1
name,east_44th_street,5
name,ralph_bunche_park,1
name,2nd_avenue,24
name,central_park_tennis_center,1
name,north_meadow,1
name,jacqueline_kennedy_onassis_reservoir_running_path,2
name,north_meadow_recreation_center,1
name,north_meadow_softball_field_7,1
name,north_meadow_baseball_field_6,1
name,north_meadow_softball_field_8,1
name,stephanie_and_fred_shuman_reservoir_running_track,1
name,bridge_no._28,1
name,bridge_no._27,1
name,cleopatra's_needle,1
name,bethesda_fountain,1
name,the_great_lawn,1
name,delacorte_theater,1
name,tennis_house,1
name,arthur_ross_pinetum,1
name,bow_bridge,2
name,72nd_street_transverse,10
name,the_ramble,2
name,shakespeare_garden,1
name,azalea_pond,1
name,the_gill,2
name,oak_bridge,1
name,(historic)_seneca_village,5
name,zuccotti_park,1
name,rivington_street,8
name,stanton_street,13
name,delancey_street,18
name,chrystie_street,10
name,forsyth_street,8
name,chrystie_street_/_2nd_avenue,5
name,chrystie_street_connection,10
name,pedro_albizu_campos_plaza,3
name,avenue_c,22
name,avenue_b,17
name,tompkins_square_park,2
name,saint_mark's_place,4
name,east_10th_street,15
name,east_8th_street,11
name,avenue_a,13
name,tompkins_square_dog_run,1
name,temperance_fountain,1
name,jacob_riis_houses,4
name,bmt_canarsie_line,4
name,east_11th_street,2
name,christopher_park,2
name,grove_street,11
name,west_4th_street,18
name,7th_avenue_south,16
name,path,11
name,sheridan_square_garden,1
name,sheridan_square,1
name,market_slip,1
name,bmt_brighton_line,12
name,carl_schurz_park,2
name,asphalt_green,1
name,east_96th_street,8
name,playground_103,2
name,east_river_houses,3
name,wards_island_bridge,1
name,east_120th_street_pedestrian_bridge,1
name,east_river_plaza,1
name,east_river_plaza_garage,2
name,national_park_service,1
name,audio_tour_pavilion,1
name,flagpole_plaza,1
name,statue_of_liberty_museum,1
name,west_side_yard,2
name,highbridge_skatepark,1
name,alexander_hamilton_bridge,2
name,adam_clayton_powell_jr._boulevard,5
name,harlem_lane_playground,2
name,fredrick_johnson_park,3
name,macombs_dam_bridge,2
name,putnam_branch,1
name,frederick_douglass_boulevard,2
name,9th/8th_av_el_/_polo_grounds_shuttle,1
name,ind_concourse_line,27
name,riverton_square_apartments,4
name,hudson_line_mt2,98
name,hudson_line_mt4,12
name,hudson_line_mt1,101
name,pedestrian_overpass,3
name,hudson_line_mt3,12
name,riverside_drive_sidewalk,3
name,fort_washington_park_greenway,9
name,saint_vartan_park,1
name,asser_levy_playground,1
name,veteran_affairs_new_york_harbor_healthcare_system,1
name,asser_levy_place,1
name,duffy_square,7
name,tisch's_children_zoo,1
name,the_dene,1
name,denesmouth_arch,1
name,east_green,2
name,bellevue_society_garden,1
name,nyc_health_+_hospitals/bellevue,3
name,ocme_dna_forensic_biology_laboratory_building,1
name,east_26th_street,3
name,bp,2
name,fdny_engine_34/ladder_21,1
name,marriott,1
name,st._michael's_church,1
name,master_printers_building,1
name,pabt_ramp,7
name,port_authority_bus_terminal,2
name,"42nd_street_-_times_square_(a,c,e)",15
name,irt_flushing_line_(extension),7
name,desalvio_playground,1
name,199mott,1
name,mott_street,6
name,mulberry_street,6
name,eaglevale_bridge,4
name,riverside_park_south,3
name,riverside_park_south_bike_path,3
name,west_79th_street,4
name,west_73rd_street,12
name,the_henry_neufeld_playground,1
name,staircase,1
name,avenues,1
name,west_16th_street,1
name,whitney_museum_of_american_art,1
name,10th_avenue,14
name,robert_fulton_houses,7
name,ten23,1
name,200_eleventh_avenue,1
name,scores,1
name,avalon_west_chelsea,1
name,the_ohm,1
name,manhattan_mini_storage,2
name,abington_house,1
name,81st_street,6
name,winterdale_arch,1
name,110th_street,13
name,103rd_street,10
name,103th_street,4
name,ellis_island_(1857_boundary),1
name,american_immigrant_wall_of_honor,1
name,staten_island_ferry_whitehall_terminal,1
name,peter_minuit_plaza_greenway,2
name,barnard_college,1
name,barnard_hall,1
name,helen_reid_hall,1
name,sulzberger_hall,1
name,morningside_park,2
name,west_116th_street,5
name,giraffe_path,5
name,public_school_36,1
name,delury_square,2
name,peck_slip,4
name,frankfort_street_/_dover_street,2
name,southbridge_towers,2
name,alice_h._and_edward_a._kerbs_memorial_boathouse,1
name,cedar_hill,1
name,pilgrim_hill,1
name,kerb's_boathouse_terrace,1
name,one_seaport_plaza,1
name,pike_street,19
name,cherry_street,3
name,delancey_streetb,10
name,hester_street,10
name,broome_street,21
name,east_river_cooperative,4
name,cliff_street_substation,1
name,st._margaret's_house,1
name,pearl_street_playground,1
name,morgan_stanley_building,1
name,mcgraw-hill_building,2
name,mcgraw-hill_waterfall_tunnel,2
name,times_square,13
name,rockefeller_center,8
name,49th_street,4
name,interchem_building,1
name,1500_broadway,2
name,u.s._armed_forces_recruiting_station,1
name,the_chatwal,1
name,one_rockefeller_plaza,1
name,simon_and_schuster_building,1
name,rockefeller_plaza,1
name,383_madison_avenue,1
name,park_avenue_atrium,1
name,park_avenue,12
name,urbanspace_vanderbilt,1
name,chrysler_building,1
name,daily_news_building,1
name,fort_tryon_place,1
name,fort_tryon_park,2
name,abby's_lawn,1
name,stan_michels_promenade,2
name,margaret_corbin_drive,1
name,grand_central_terminal,2
name,track_36,1
name,ramp_to_exit_underground,2
name,ramp_to_exit_42nd_street_level,1
name,north_west_passage,1
name,north_east_passage,1
name,vesey_street,11
name,7_world_trade_center,1
name,greenwich/9th_av_el_1881,1
name,petrosino_square,1
name,lafayette_street,19
name,kenmare_street,9
name,cleveland_place,3
name,spring_street,20
name,willowdell_arch,2
name,central_park_driveway,2
name,west_67th_street,5
name,central_park_west,9
name,west_66th_street,20
name,72nd_street,14
name,abraham_and_joseph_spector_playground,1
name,small_dog_run,1
name,the_shops_&_restaurants_at_hudson_yards,1
name,3_hudson_boulevard,1
name,hudson_boulevard_east,7
name,34_street_-_hudson_yards_entrance,2
name,marginal_street,2
name,imagination_playground,1
name,william_street,1
name,8_spruce_street,1
name,newyork-presbyterian_lower_manhattan_hospital,1
name,sophie_irene_loeb_playground,1
name,murry_bergtraum_softball_field,1
name,confucius_plaza,1
name,bayard_street,4
name,chatham_square_/_bowery,4
name,willis_avenue,1
name,willis_avenue_bridge,1
name,jackie_robinson_park,6
name,polo_grounds_houses,3
name,jackie_robinson_play_center,1
name,155th_street,4
name,macombs_place,3
name,crack_is_wack_playground,2
name,second_avenue_subway,4
name,columbus_circle,1
name,59th_street_-_columbus_circle_(1),5
name,59th_street_-_columbus_circle_1_train_connector,1
name,christopher_columbus_monument,1
name,time_warner_center,1
name,the_tower_of_15_central_park_west,1
name,central_park_place,1
