city_name,roads_length,footways_length,sidewalks_length,no_sidewalks_length,walk_geometries_length,hf_geometries_length,fs_geometries_length,hf_sf_geometries_length,sidewalk_geometries_length,no_sidewalk_geometries_length,footways_coverage,highway_footways_coverage,sidewalks_coverage,no_sidewalks_coverage,all_sidewalks_coverage,footways_coverage_rank,sidewalks_coverage_rank,walk_geometries_coverage
"Louisville, United States",6561817.744801713,1416282.2185027043,207475.3405609498,7968.518201833464,13559478.524001507,1199613.239405919,623945.6346568763,1200067.6551132496,236424.47000994463,12973.178837592,0.0230077297424246,0.0442352276779116,0.0087180517153167,0.000478380448578,0.0091964321638948,44.0,41.0,2.0664210819849966
"Portland, United States",5327002.501376736,1235497.1266889465,6149827.472820004,3101487.6721719773,9115370.7271066,1079951.2444360035,382938.63516421616,1081876.1867634277,7085571.673025969,2116192.003297067,0.0210051048184722,0.0592379222286882,0.3886606417419443,0.1160782192327129,0.5047388609746573,43.0,100.0,1.7111632151009464
"Dallas, United States",9985329.659343222,2095055.5618972296,34574.841789431535,148109.7533151921,33323840.247979645,2130708.30382944,1182185.1679001092,2131297.471294625,414848.3143228413,113109.98180388437,0.0177378291202764,0.0319697292985105,0.0062244974053972,0.0016971330579275,0.0079216304633247,42.0,29.0,3.3372799281392473
"Wroclaw, Poland",2218420.148177063,3155580.867081986,89129.76763921049,46974.687161628666,6785675.72540666,2953837.1079743644,238863.67492736637,2964347.957647318,92513.42455713452,24391.805112473998,0.0176005813270019,0.21765239214974,0.0068168173886315,0.0017973011163167,0.0086141185049483,41.0,31.0,3.0587874578143532
Auckland,11631509.556827936,2505974.5308833234,273459.07929695107,89068.89809533645,19232640.46990372,2300228.560081655,664962.451434129,2301144.334913052,285838.69957633293,44685.256397456586,0.0172873416022802,0.0598001237448694,0.007431083111641,0.0011617036274187,0.0085927867390598,40.0,34.0,1.653494791534927
Plano Piloto,1062658.374491786,371571.3810891151,12003.77095211275,540.9001927695193,2074321.816282439,322155.32416849176,60520.56623029752,322155.32416849176,12736.624095403644,873.8078672964057,0.0145880368598642,0.0776531687705653,0.0030700694548519,0.0002106249523187,0.0032806944071707,39.0,17.0,1.9520119222459231
"Edmonton, Canada",9115326.41920883,1621552.0569772308,270960.6346131789,101082.4382161771,12819550.667960929,1337414.7488706806,369030.1729188864,1339531.6656365434,281465.0722219875,49952.13590527189,0.0143932569275294,0.0521630899362641,0.0109779616896181,0.0019482795145899,0.012926241204208,38.0,50.0,1.4063731871352567
"Bucharest, Romania",3517350.9436414186,988354.4919780068,289172.261693376,17146.55987586253,5295884.562396306,848145.4217704777,140786.8620802305,848145.4217704777,329831.9455095157,8918.874305015332,0.0132921007266561,0.0800758977822871,0.0311404017235858,0.0008420570916843,0.0319824588152702,37.0,68.0,1.5056457678668878
"Oklahoma City, United States",9402566.630009811,939637.183879964,249785.2235674777,124505.76971135492,13961171.526664509,677541.7333735292,332353.42660197045,677541.7333735292,262404.132136066,63260.47546559091,0.0119027771404142,0.0242652177175636,0.0093976401491414,0.0022655862133335,0.0116632263624749,36.0,44.0,1.4848255881649561
"Riverside, United States",2098775.324284297,331665.463332611,35233.98133085892,9106.447065607095,3357002.6193458945,277929.9810547107,79517.91259015644,277929.9810547107,36364.8111676451,4324.476581520331,0.011843588106233,0.0413955561805407,0.0054162619591179,0.0006440978861021,0.0060603598452201,35.0,28.0,1.599505473741295
"Paris, France",2329514.228208687,1557351.8524485792,1495373.0668661103,136236.94708712355,3199007.125305704,1045220.4119680532,75151.43970020174,1056791.032254352,1621893.7146269942,70552.58744753542,0.0117460569414987,0.163366377601952,0.2534995470621221,0.0110272632545001,0.2645268103166222,34.0,98.0,1.3732507346673841
"Virginia Beach, United States",4411647.055276934,565919.1189383043,44269.42475187157,23310.98781048807,6420990.640468159,455501.94746964856,147839.96412358183,455501.94746964856,45651.48478221263,10404.925873339394,0.011512239497113,0.0354697563798689,0.003554863052945,0.0008102274599002,0.0043650905128452,33.0,24.0,1.4554633586990542
"Groningen, Netherlands",1278403.6238455365,491535.4691398986,362493.3331782917,38198.63642886961,1715721.7381987623,448293.965823013,38381.454322499456,448377.2961856109,386787.2504489482,23160.72316696203,0.0111852212010771,0.1306429696151227,0.112718525923386,0.0067495569506734,0.1194680828740594,32.0,91.0,1.3420814101244012
"Richmond, United States",2148759.03725929,250691.5602168762,54211.05409482679,18114.855142397188,3276954.1749720657,243922.4667112868,72591.0804796223,243922.4667112868,57107.1306119738,8790.597662351676,0.0110759987176569,0.0372178635536406,0.0087134466279896,0.0013412756469849,0.0100547222749746,31.0,40.0,1.5250449762630303
"Curitiba, Brazil",5774304.886271948,367448.8734180827,211914.91904533585,28229.60290960636,6988414.201948066,329872.3300540741,139503.26660268672,330157.134993422,223214.768870946,14603.794566059074,0.0099810388001758,0.0236013722513843,0.0159703448035981,0.0010448575416428,0.017015202345241,30.0,59.0,1.2102606875786188
"Phoenix, United States",11586363.5173759,1627940.2008514265,281613.90556890843,35977.357610105144,19527829.37826113,1433945.8313851524,385242.8111115241,1434089.4352033066,346321.5342804539,26109.505772292257,0.0098639434944158,0.0367154434732376,0.0088673842743113,0.000668520429653,0.0095359047039643,29.0,43.0,1.6854148714543205
"Amsterdam, Netherlands",3399037.2656613938,1557619.9769210771,402933.09526471904,129164.07153473144,5127030.09222644,1843811.2097623115,80869.4591460934,1848295.149321464,591418.7487405145,106226.90485615036,0.0078865793345651,0.1798127938197478,0.0576765435448895,0.0103594969158861,0.0680360404607756,28.0,83.0,1.5083771349087605
"Adelaide, Australia",11989612.369096257,1341217.420660105,366711.9374745301,145679.1673214714,15265197.321544632,1202045.6024814867,232443.0104935335,1202080.2300389546,413629.74865619856,76945.82371447925,0.0076134951156338,0.0393720951377736,0.0135481297733511,0.0025203022959251,0.0160684320692763,27.0,54.0,1.273201906084248
"Las Vegas, United States",4933970.14126612,356397.1891173728,6447.954843007122,,7154526.359221313,252041.67982609864,108269.09681877344,252041.67982609864,6447.954843007122,61.64088740812502,0.0075664754997532,0.0176141415358158,0.0004506206644061,4.3078244675608345e-06,0.0004549284888737,26.0,3.0,1.4500546526180174
"Houston, United States",15828268.499071484,1714359.6302863325,234788.7005260726,111494.91528919626,53051117.35899544,3148185.246878978,740090.2049886298,3148185.246878978,331144.3542694517,99927.16248418346,0.0069752555820875,0.0296712435439888,0.0031209932114021,0.0009418007335074,0.0040627939449096,25.0,18.0,3.3516690320300992
"San Antonio, United States",10729656.16722759,721563.0354641506,542540.671328888,46190.91091096573,21438862.30505925,843868.1097561205,241584.6254876873,843895.3572879191,663253.9951742371,23292.89417977778,0.0056342687883833,0.0196808043670531,0.0154684979486462,0.0005432399781372,0.0160117379267835,24.0,57.0,1.9980940647978644
"Eindhoven, Netherlands",1803121.085522707,677771.994008511,245065.3668453536,35161.270041592805,2219816.6020081444,653631.1545136675,24397.613841697228,653631.1545136675,265445.4520395356,15522.516084813737,0.0054954120578308,0.1472263866128318,0.0597899510705978,0.0034963510207941,0.063286302091392,23.0,84.0,1.231096802001315
"Birmingham, United States",3269512.343746568,162331.5446215313,5532.942605442207,13916.56755894975,10543842.4567412,334417.7504298835,110624.93096872786,334409.0669117089,8406.402995776329,49063.64787772002,0.0052459495398662,0.0158584383161033,0.0003986403927347,0.0023266493253771,0.0027252897181118,22.0,2.0,3.224897583551834
"Sao Paulo, Brazil",18780511.161997613,760972.8154672586,1400913.8372344745,31507.96094238829,20825653.809233155,855079.6107013,188913.65824783416,861415.26336635,1419306.642629963,15753.052878450862,0.004535599697813,0.0205294781747067,0.0340759203920096,0.0003782126847673,0.034454133076777,21.0,69.0,1.1088970704574799
"Utrecht, Netherlands",1602897.628059342,655829.6275711857,123916.87936332844,24470.71800689657,1582785.739948582,675809.2681430283,13190.73846823679,675971.5816259703,132166.0894825037,16273.511827487711,0.0041669374872764,0.2134872873459747,0.0417510993897371,0.0051407816663853,0.0468918810561224,20.0,75.0,0.9874527931424354
"Quebec, Canada",4074473.533318333,573857.3353096531,100439.58900990034,25849.410888885574,5263364.375796805,558089.1091233884,40097.78348152635,558089.1091233884,102866.2060545706,15937.567395914995,0.0038091399928449,0.0530163854596235,0.0097719062096093,0.0015140095058972,0.0112859157155066,19.0,46.0,1.291790051587405
"Belem, Brazil",2355388.224705605,95349.51352212184,79887.44504028812,3049.4630248546146,2711811.5928400783,78217.12264693022,19752.59198927202,78217.12264693022,79839.9027547306,1524.731512427307,0.0036419550756078,0.0144215628499864,0.0147207687594392,0.000281127847608,0.0150018966070472,18.0,55.0,1.1513225566791743
"Canberra, Australia",4824556.108606864,3420137.3581149387,53020.487437126896,15337.721462356085,9435507.83468994,3338127.278363154,67717.9806499475,3341453.790755414,59260.46075338133,8865.71648737077,0.0035884650745018,0.1768917654909057,0.0031402899447292,0.0004698060052886,0.0036100959500178,17.0,19.0,1.9557255884862186
"Porto Alegre, Brazil",3744710.543505436,195991.9884472775,573219.5984819588,470684.9406165575,5939247.753110125,169344.5250481893,42387.21529716418,198957.41783319705,596488.8765234721,245359.05768301172,0.003568399320854,0.0142563950930916,0.0502158607721926,0.0206557351942868,0.0708715959664795,16.0,78.0,1.5860365398363676
"Rotterdam, Netherlands",2687231.0443181163,1147942.7387294238,284052.3919511131,33526.39936235151,2983848.1294020237,1143613.7124501292,20829.713561921577,1143613.7124501292,317031.7649358508,16908.965220825237,0.0034904111500634,0.1916340347856971,0.0531246483042998,0.0028334158589053,0.0559580641632051,15.0,79.0,1.1103801944053433
"Recife, Brazil",2496549.418901889,176840.14363603183,15757.861707822583,,4143836.149520536,223081.43639117875,28496.00778429798,225376.3249417813,27130.577120264647,3096.4083261126275,0.0034383608275142,0.0269172607629515,0.0032736064049496,0.0003736161631862,0.0036472225681358,14.0,21.0,1.659825404675229
"Campo Grande, Brazil",7380582.765233291,193083.36639141449,5085.549003073719,15340.966446487391,9859573.838875929,181521.75447877217,65254.313204147606,181521.75447877217,7375.552363370736,7670.483223243697,0.0033091852787212,0.009205354990245,0.0003740299775579,0.0003889865499561,0.000763016527514,13.0,1.0,1.3358801266100673
